# This file was automatically generated by Contrib::SKR03Mapping::Generators::ClassificationJsonBuilder
# Columns: code; flags; range; cid; presentation_rule; description
3140;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer
3142;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3143;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer
3144;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3145;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer
3147;R;3147-3149;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3150;S/AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird
3151;S/AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19 % Vorsteuer und 19 % Umsatzsteuer
3152;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3153;S/AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer
3154;S/AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer
3155;R;3155-3159;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3160;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen nach § 13b UStG mit Vorsteuerabzug
3165;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen nach § 13b UStG ohne Vorsteuerabzug
3170;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen (Miet- und Pachtzinsen bewegliche Wirtschaftsgüter)
3175;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen (Miet- und Pachtzinsen unbewegliche Wirtschaftsgüter)
3180;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen (Entgelte für Rechte und Lizenzen)
3185;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen (Vergütungen für die Überlassung von Wirtschaftsgütern - mit Sonderbetriebseinnahme korrespondierend)
3300;AV;3300-3309;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang 7 % Vorsteuer
3310;R;3310-3346;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3347;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang 7 % Vorsteuer
3348;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3349;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang ohne Vorsteuerabzug
3400;AV;3400-3409;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang 19 % Vorsteuer
3410;R;3410-3417;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3418;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang 19 % Vorsteuer
3419;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3420;AV;3420-3424;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3425;AV;3425-3429;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3430;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer
3431;R;3431-3434;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3435;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer
3436;R;3436-3439;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3440;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne USt-Id-Nr. 19 % Vorsteuer und 19 % Umsatzsteuer
3441;R;3441-3449;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3500;R;3500-3504;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3505;AV;3505-3509;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang 5,5 % Vorsteuer
3510;R;3510-3539;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3540;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang zum Durchschnittssatz nach § 24 UStG 9,0 % / 7,8 % Vorsteuer
3550;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Steuerfreier innergemeinschaftlicher Erwerb
3551;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang im Drittland steuerbar
3552;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes
3553;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer
3554;R;3554-3557;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3558;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Wareneingang im anderen EU-Land steuerbar
3559;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Steuerfreie Einfuhren
3560;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer
3561;R;3561-3564;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3565;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer
3566;R;3566-3569;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3600;;3600-3609;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nicht abziehbare Vorsteuer
3610;;3610-3619;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nicht abziehbare Vorsteuer 7 %
3620;R;3620-3629;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3650;R;3650-3659;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3660;;3660-3669;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nicht abziehbare Vorsteuer 19 %
3700;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe
3701;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe
3710;AV;3710-3711;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe 7 % Vorsteuer
3712;R;3712-3713;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3714;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer
3715;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer
3716;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3717;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3718;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3720;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe 19 % Vorsteuer
3722;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3724;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3725;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3726;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3730;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti
3731;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti 7 % Vorsteuer
3732;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3733;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe
3734;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer
3735;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3736;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti 19 % Vorsteuer
3737;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3738;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer
3739;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3741;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3742;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3743;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3744;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb
3745;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb
3746;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3747;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3748;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3749;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3750;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni 7 % Vorsteuer
3752;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3753;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe
3754;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer
3755;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer
3756;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3760;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni 19 % Vorsteuer
3762;;3762-3768;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3769;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Boni
3770;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte
3780;AV;3780-3781;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte 7 % Vorsteuer
3782;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3783;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe
3784;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer
3785;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer
3786;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3787;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer
3788;;3788-3789;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3790;AV;3790-3791;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Rabatte 19 % Vorsteuer
3792;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer
3793;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer
3794;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti 5,5 % Vorsteuer
3795;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti 9,0 % Vorsteuer
3796;;3796-3797;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3798;S/AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer
3799;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3800;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Bezugsnebenkosten
3830;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Leergut
3850;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Zölle und Einfuhrabgaben
3950;;3950-3954;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Bestandsveränderungen Waren
3955;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe
3960;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe sowie bezogene Waren
3970;;3970-3979;b.aktiva.umlaufvermoegen.vorraete.roh_hilfs_und_betriebsstoffe;unknown;Roh-, Hilfs- und Betriebsstoffe (Bestand)
3980;;3980-3989;b.aktiva.umlaufvermoegen.vorraete.fertige_erzeugnisse_und_waren;unknown;Waren (Bestand)
3990;;3990-3999;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Verrechnete Stoffkosten (Gegenkonto zu 4000-99)
4000;;4000-4099;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Material- und Stoffverbrauch
4100;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Löhne und Gehälter
4110;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Löhne
4120;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Gehälter
4124;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Geschäftsführer­gehälter der GmbH-Gesellschafter
4125;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Ehegattengehalt
4126;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Tantiemen Gesellschafter-Geschäftsführer
4127;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Geschäftsführer­gehälter
4128;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Vergütungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4129;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Tantiemen Arbeitnehmer
4130;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Gesetzliche soziale Aufwendungen
4137;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4138;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Beiträge zur Berufsgenossenschaft
4139;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Ausgleichsabgabe nach dem Schwerbehindertengesetz
4140;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Freiwillige soziale Aufwendungen, lohnsteuerfrei
4141;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Sonstige soziale Abgaben
4144;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Soziale Abgaben für Minijobber
4145;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Freiwillige soziale Aufwendungen, lohnsteuerpflichtig
4146;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Freiwillige Zuwendungen an Minijobber
4147;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer
4148;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4149;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer auf sonstige Bezüge (z. B. Fahrtkostenzuschüsse)
4150;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Krankengeldzuschüsse
4151;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Sachzuwendungen und Dienstleistungen an Minijobber
4152;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Sachzuwendungen und Dienstleistungen an Arbeitnehmer
4153;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Sachzuwendungen und Dienstleistungen an Gesellschafter-Geschäftsführer
4154;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4155;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Zuschüsse der Agenturen für Arbeit (Haben)
4156;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Aufwendungen aus der Veränderung von Urlaubsrückstellungen
4157;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Gesellschafter-Geschäftsführer
4158;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4159;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber
4160;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Versorgungskassen
4165;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Aufwendungen für Altersversorgung
4166;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Aufwendungen für Altersversorgung für Gesellschafter-Geschäftsführer
4167;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Pauschale Steuer auf sonstige Bezüge (z. B. Direktversicherungen)
4168;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4169;;;guv.personalaufwand.soziale_abgaben_und_aufwendungen_fuer_altersversorgung_und_f;pnl_only;Aufwendungen für Unterstützung
4170;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Vermögenswirksame Leistungen
4175;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Fahrtkostenerstattung - Wohnung/Arbeitsstätte
4180;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Bedienungsgelder
4190;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Aushilfslöhne
4194;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer für Minijobber
4195;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Löhne für Minijobs
4196;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer für Gesellschafter-Geschäftsführer
4197;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)
4198;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer für Arbeitnehmer
4199;;;guv.personalaufwand.loehne_und_gehaelter;unknown;Pauschale Steuer für Aushilfen
